plot;species;layer;cov;voucher;comment;history
john51;Potentilla erecta;hl;+;;;
john51;Ranunculus acris;hl;+;;;
john51;Ranunculus repens;hl;+;;;
john51;Rhinanthus alectorolophus;hl;30;;;
john51;Rumex alpestris;hl;+;;;
john51;Senecio subalpinus;hl;10;;;
john51;Silene vulgaris;hl;+;;;
john51;Solidago virgaurea;hl;+;;;
john51;Trifolium pratense;hl;5;;;
john51;Trifolium repens;hl;+;;;
john51;Vaccinium myrtillus;hl;+;;;
john51;Veratrum album;hl;10;;;
john51;Veronica chamaedrys;hl;3;;;
john52;Achillea millefolium agg.;hl;5;;;
john52;Agrostis capillaris;hl;15;;;
john52;Ajuga pyramidalis;hl;+;;;
john52;Ajuga reptans;hl;3;;;
john52;Alchemilla monticola;hl;5;;;
john52;Anthoxanthum alpinum;hl;10;;;
john52;Arnica montana;hl;+;;;
john52;Briza media;hl;+;;;
john52;Calamagrostis villosa;hl;+;;;
john52;Calycocorsus stipitatus;hl;10;;;
john52;Campanula barbata;hl;+;;;
john52;Campanula patula;hl;2;;;
john52;Cardaminopsis halleri;hl;3;;;
john52;Carex brizoides;hl;+;;;
john52;Carlina acaulis;hl;2;;;
john52;Centaurea jacea;hl;+;;;
john52;Centaurea pseudophrygia;hl;10;;;
john52;Chaerophyllum villarsii;hl;10;;;
john52;Crepis aurea;hl;3;;;
john52;Dactylis glomerata;hl;+;;;
john52;Dactylorhiza majalis;hl;+;;;
john52;Deschampsia cespitosa;hl;+;;;
john52;Festuca rubra agg.;hl;30;;;
john52;Gentiana asclepiadea;hl;+;;;
john52;Gnaphalium sylvaticum;hl;+;;;
john52;Hieracium aurantiacum;hl;+;;;
john52;Homogyne alpina;hl;+;;;
john52;Hypericum maculatum;hl;+;;;
john52;Leontodon hispidus;hl;+;;;
john52;Leucanthemum sp.;hl;+;;;
john52;Luzula luzuloides;hl;1;;;
john52;Luzula multiflora;hl;2;;;
john52;Lychnis flos-cuculi;hl;2;;;
john52;Lysimachia nemorum;hl;+;;;
john52;Myosotis palustris agg.;hl;2;;;
john52;Nardus stricta;hl;+;;;
john52;Persicaria vivipara;hl;+;;;
john52;Phleum rhaeticum;hl;10;;;
john52;Phyteuma orbiculare;hl;+;;;
john52;Pimpinella major;hl;5;;;
john52;Plantago lanceolata;hl;5;;;
john52;Platanthera bifolia;hl;+;;;
john52;Potentilla aurea;hl;15;;;
john52;Potentilla erecta;hl;+;;;
john52;Ranunculus acris;hl;10;;;
john52;Ranunculus repens;hl;+;;;
john52;Rhinanthus alectorolophus;hl;5;;;
john52;Rumex alpestris;hl;+;;;
john52;Senecio subalpinus;hl;5;;;
john52;Silene vulgaris;hl;+;;;
john52;Trifolium pratense;hl;5;;;
john52;Trifolium repens;hl;5;;;
john52;Vaccinium myrtillus;hl;+;;;
john52;Veratrum album;hl;10;;;
john52;Veronica chamaedrys;hl;3;;;
john53;Achillea millefolium agg.;hl;5;;;
john53;Agrostis capillaris;hl;15;;;
john53;Ajuga pyramidalis;hl;+;;;
john53;Ajuga reptans;hl;3;;;
john53;Alchemilla monticola;hl;5;;;
john53;Anthoxanthum alpinum;hl;5;;;
john53;Arnica montana;hl;+;;;
john53;Briza media;hl;+;;;
john53;Calamagrostis villosa;hl;+;;;
john53;Calycocorsus stipitatus;hl;5;;;
john53;Campanula barbata;hl;+;;;
john53;Campanula patula;hl;2;;;
john53;Campanula scheuchzeri;hl;+;;;
john53;Cardaminopsis halleri;hl;3;;;
john53;Carex brizoides;hl;+;;;
john53;Carlina acaulis;hl;2;;;
john53;Centaurea pseudophrygia;hl;10;;;
john53;Chaerophyllum villarsii;hl;10;;;
john53;Crepis aurea;hl;3;;;
john53;Dactylis glomerata;hl;2;;;
john53;Deschampsia cespitosa;hl;+;;;
john53;Festuca rubra agg.;hl;30;;;
john53;Homogyne alpina;hl;+;;;
john53;Hypericum maculatum;hl;3;;;
john53;Leontodon hispidus;hl;+;;;
john53;Leucanthemum sp.;hl;+;;;
john53;Lotus corniculatus;hl;+;;;
john53;Luzula luzuloides;hl;+;;;
john53;Luzula multiflora;hl;2;;;
john53;Lychnis flos-cuculi;hl;2;;;
john53;Lysimachia nemorum;hl;+;;;
john53;Melampyrum sylvaticum;hl;+;;;
john53;Myosotis palustris agg.;hl;2;;;
john53;Nardus stricta;hl;3;;;
john53;Phleum rhaeticum;hl;10;;;
john53;Phyteuma spicatum;hl;+;;;
john53;Pimpinella major;hl;10;;;
john53;Plantago lanceolata;hl;5;;;
john53;Potentilla aurea;hl;10;;;
john53;Potentilla erecta;hl;3;;;
john53;Ranunculus acris;hl;10;;;
john53;Ranunculus repens;hl;+;;;
john53;Rhinanthus alectorolophus;hl;5;;;
john53;Rumex alpestris;hl;3;;;
john53;Senecio subalpinus;hl;5;;;
john53;Silene vulgaris;hl;+;;;
john53;Taraxacum officinale agg.;hl;+;;;
john53;Trifolium pratense;hl;10;;;
john53;Trifolium repens;hl;5;;;
john53;Vaccinium myrtillus;hl;+;;;
john53;Veratrum album;hl;10;;;
john53;Veronica chamaedrys;hl;10;;;
john54;Achillea millefolium agg.;hl;5;;;
john54;Agrostis capillaris;hl;15;;;
john54;Ajuga pyramidalis;hl;+;;;
john54;Ajuga reptans;hl;3;;;
john54;Alchemilla monticola;hl;5;;;
john54;Anemone nemorosa;hl;+;;;
john54;Anthoxanthum alpinum;hl;10;;;
john54;Arnica montana;hl;+;;;
john54;Calamagrostis villosa;hl;+;;;
john54;Calycocorsus stipitatus;hl;5;;;
john54;Campanula barbata;hl;2;;;
john54;Campanula patula;hl;+;;;
john54;Campanula scheuchzeri;hl;+;;;
john54;Cardaminopsis halleri;hl;3;;;
john54;Carex brizoides;hl;+;;;
john54;Carex pallescens;hl;+;;;
john54;Carlina acaulis;hl;2;;;
john54;Centaurea pseudophrygia;hl;10;;;
john54;Chaerophyllum villarsii;hl;10;;;
john54;Crepis aurea;hl;+;;;
john54;Dactylis glomerata;hl;+;;;
john54;Dactylorhiza maculata;hl;+;;;
john54;Dactylorhiza majalis;hl;+;;;
john54;Deschampsia cespitosa;hl;+;;;
john54;Festuca rubra agg.;hl;20;;;
john54;Hieracium murorum;hl;+;;;
john54;Homogyne alpina;hl;2;;;
john54;Hypericum maculatum;hl;3;;;
john54;Leucanthemum sp.;hl;+;;;
john54;Leucojum vernum;hl;+;;;
john54;Lotus corniculatus;hl;+;;;
john54;Luzula luzuloides;hl;r;;;
john54;Luzula multiflora;hl;2;;;
john54;Lychnis flos-cuculi;hl;+;;;
john54;Lysimachia nemorum;hl;+;;;
john54;Myosotis palustris agg.;hl;+;;;
john54;Nardus stricta;hl;3;;;
john54;Phleum rhaeticum;hl;10;;;
john54;Phyteuma orbiculare;hl;+;;;
john54;Phyteuma spicatum;hl;+;;;
john54;Pimpinella major;hl;10;;;
john54;Plantago lanceolata;hl;5;;;
john54;Platanthera bifolia;hl;+;;;
john54;Potentilla aurea;hl;15;;;
john54;Potentilla erecta;hl;+;;;
john54;Ranunculus acris;hl;10;;;
john54;Rhinanthus alectorolophus;hl;+;;;
john54;Rumex alpestris;hl;3;;;
john54;Silene dioica;hl;+;;;
john54;Silene vulgaris;hl;+;;;
john54;Solidago virgaurea;hl;+;;;
john54;Trifolium pratense;hl;10;;;
john54;Trifolium repens;hl;5;;;
john54;Veratrum album;hl;15;;;
john54;Veronica chamaedrys;hl;10;;;
john54;Veronica officinalis;hl;+;;;
john61;Achillea millefolium agg.;hl;10;;;
john61;Agrostis capillaris;hl;5;;;
john61;Alchemilla anisiaca;hl;+;;;
john61;Alchemilla crinita;hl;+;;;
john61;Alchemilla monticola;hl;10;;;
john61;Anemone nemorosa;hl;3;;;
john61;Anthoxanthum alpinum;hl;10;;;
john61;Bellis perennis;hl;10;;;
john61;Briza media;hl;+;;;
john61;Calamagrostis varia;hl;+;;;
john61;Calycocorsus stipitatus;hl;+;;;
john61;Cardaminopsis halleri;hl;+;;;
john61;Carex flacca;hl;+;;;
john61;Carex sylvatica;hl;+;;;
john61;Carum carvi;hl;5;;;
john61;Centaurea pseudophrygia;hl;5;;;
john61;Cerastium holosteoides;hl;+;;;
john61;Chaerophyllum hirsutum;hl;5;;;
john61;Crepis aurea;hl;5;;;
john61;Cruciata laevipes;hl;5;;;
john61;Cynosurus cristatus;hl;5;;;
john61;Dactylis glomerata;hl;+;;;
john61;Dactylorhiza majalis;hl;+;;;
john61;Deschampsia cespitosa;hl;5;;;
john61;Euphorbia cyparissias;hl;+;;;
john61;Euphrasia officinalis ssp. rostkoviana;hl;+;;;
john61;Festuca rubra agg.;hl;5;;;
john61;Galium album;hl;+;;;
john61;Gnaphalium sylvaticum;hl;+;;;
john61;Hypericum maculatum;hl;+;;;
john61;Leontodon hispidus;hl;3;;;
john61;Lolium perenne;hl;5;;;
john61;Lotus corniculatus;hl;3;;;
john61;Luzula multiflora;hl;+;;;
john61;Lychnis flos-cuculi;hl;+;;;
john61;Myosotis nemorosa;hl;5;;;
john61;Nardus stricta;hl;15;;;
john61;Phleum rhaeticum;hl;5;;;
john61;Phyteuma orbiculare;hl;+;;;
john61;Pimpinella major;hl;+;;;
john61;Plantago lanceolata;hl;5;;;
john61;Plantago major;hl;5;;;
john61;Plantago media;hl;10;;;
john61;Platanthera bifolia;hl;+;;;
john61;Poa alpina;hl;5;;;
john61;Poa supina;hl;3;;;
john61;Poa trivialis;hl;3;;;
john61;Potentilla aurea;hl;5;;;
john61;Prunella vulgaris;hl;+;;;
john61;Ranunculus acris;hl;5;;;
john61;Ranunculus repens;hl;5;;;
john61;Rumex alpestris;hl;5;;;
john61;Rumex alpinus;hl;5;;;
john61;Senecio subalpinus;hl;5;;;
john61;Symphytum officinale;hl;+;;;
john61;Thymus pulegioides;hl;3;;;
john61;Trifolium pratense;hl;10;;;
john61;Trifolium repens;hl;5;;;
john61;Trollius europaeus;hl;3;;;
john61;Veratrum album;hl;10;;;
john61;Veronica chamaedrys;hl;5;;;
john62;Achillea millefolium agg.;hl;5;;;
john62;Agrostis capillaris;hl;10;;;
john62;Alchemilla crinita;hl;+;;;
john62;Alchemilla monticola;hl;10;;;
john62;Anemone nemorosa;hl;+;;;
john62;Anthoxanthum alpinum;hl;5;;;
john62;Bellis perennis;hl;5;;;
john62;Briza media;hl;+;;;
john62;Calamagrostis varia;hl;+;;;
john62;Calycocorsus stipitatus;hl;+;;;
john62;Cardaminopsis halleri;hl;5;;;
john62;Carex flacca;hl;+;;;
john62;Carex nigra;hl;+;;;
john62;Carex sylvatica;hl;+;;;
john62;Carlina acaulis;hl;+;;;
john62;Carum carvi;hl;+;;;
john62;Centaurea pseudophrygia;hl;20;;;
john62;Cerastium holosteoides;hl;+;;;
john62;Chaerophyllum hirsutum;hl;+;;;
john62;Cirsium arvense;hl;+;;;
john62;Crepis aurea;hl;5;;;
john62;Crepis biennis;hl;+;;;
john62;Cruciata laevipes;hl;+;;;
john62;Cynosurus cristatus;hl;+;;;
john62;Dactylis glomerata;hl;+;;;
john62;Dactylorhiza maculata;hl;+;;;
john62;Dactylorhiza majalis;hl;+;;;
john62;Dentaria bulbifera;hl;+;;;
john62;Deschampsia cespitosa;hl;+;;;
john62;Euphorbia cyparissias;hl;+;;;
john62;Festuca pratensis;hl;+;;;
john62;Festuca rubra agg.;hl;10;;;
john62;Galium album;hl;+;;;
john62;Gnaphalium sylvaticum;hl;+;;;
john62;Hypericum maculatum;hl;+;;;
john62;Leontodon hispidus;hl;3;;;
john62;Leucanthemum ircutianum;hl;+;;;
john62;Lotus corniculatus;hl;5;;;
john62;Luzula multiflora;hl;+;;;
john62;Lychnis flos-cuculi;hl;+;;;
john62;Myosotis nemorosa;hl;5;;;
john62;Nardus stricta;hl;5;;;
john62;Phleum rhaeticum;hl;10;;;
john62;Phyteuma orbiculare;hl;+;;;
john62;Pimpinella major;hl;5;;;
john62;Plantago lanceolata;hl;5;;;
john62;Plantago major;hl;5;;;
john62;Plantago media;hl;10;;;
john62;Platanthera bifolia;hl;+;;;
john62;Poa alpina;hl;10;;;
john62;Poa supina;hl;1;;;
john62;Poa trivialis;hl;+;;;
john62;Potentilla aurea;hl;10;;;
john62;Prunella vulgaris;hl;+;;;
john62;Ranunculus acris;hl;10;;;
john62;Ranunculus repens;hl;+;;;
john62;Rumex alpestris;hl;+;;;
john62;Rumex alpinus;hl;+;;;
john62;Senecio subalpinus;hl;5;;;
john62;Stellaria graminea;hl;+;;;
john62;Taraxacum officinale agg.;hl;+;;;
john62;Thymus pulegioides;hl;+;;;
john62;Trifolium pratense;hl;5;;;
john62;Trifolium repens;hl;5;;;
john62;Trollius europaeus;hl;3;;;
john62;Veratrum album;hl;5;;;
john62;Veronica chamaedrys;hl;10;;;
john63;Achillea millefolium agg.;hl;5;;;
john63;Agrostis capillaris;hl;10;;;
john63;Alchemilla crinita;hl;+;;;
john63;Alchemilla monticola;hl;30;;;
john63;Anemone nemorosa;hl;+;;;
john63;Anthoxanthum alpinum;hl;5;;;
john63;Bellis perennis;hl;+;;;
john63;Briza media;hl;+;;;
john63;Calamagrostis varia;hl;+;;;
john63;Calycocorsus stipitatus;hl;+;;;
john63;Cardaminopsis halleri;hl;10;;;
john63;Carex flacca;hl;+;;;
john63;Carex nigra;hl;+;;;
john63;Carex sylvatica;hl;+;;;
john63;Carum carvi;hl;5;;;
john63;Centaurea jacea;hl;+;;;
john63;Centaurea pseudophrygia;hl;20;;;
john63;Cerastium holosteoides;hl;+;;;
john63;Chaerophyllum hirsutum;hl;+;;;
john63;Crepis aurea;hl;+;;;
john63;Cruciata laevipes;hl;+;;;
john63;Cynosurus cristatus;hl;+;;;
john63;Dactylis glomerata;hl;+;;;
john63;Dactylorhiza majalis;hl;+;;;
john63;Dentaria bulbifera;hl;+;;;
john63;Deschampsia cespitosa;hl;+;;;
john63;Euphorbia cyparissias;hl;+;;;
john63;Festuca pratensis;hl;+;;;
john63;Festuca rubra agg.;hl;10;;;
john63;Galium album;hl;+;;;
john63;Geum rivale;hl;+;;;
john63;Gnaphalium sylvaticum;hl;+;;;
john63;Hypericum maculatum;hl;5;;;
john63;Leontodon hispidus;hl;3;;;
john63;Lotus corniculatus;hl;+;;;
john63;Luzula multiflora;hl;+;;;
john63;Lychnis flos-cuculi;hl;+;;;
john63;Myosotis nemorosa;hl;5;;;
john63;Nardus stricta;hl;5;;;
john63;Phleum rhaeticum;hl;10;;;
john63;Phyteuma orbiculare;hl;+;;;
john63;Pimpinella major;hl;5;;;
john63;Plantago lanceolata;hl;5;;;
john63;Plantago major;hl;5;;;
john63;Plantago media;hl;10;;;
john63;Platanthera bifolia;hl;+;;;
john63;Poa alpina;hl;+;;;
john63;Poa pratensis;hl;5;;;
john63;Poa supina;hl;+;;;
john63;Poa trivialis;hl;+;;;
john63;Potentilla aurea;hl;10;;;
john63;Prunella vulgaris;hl;+;;;
john63;Ranunculus acris;hl;10;;;
john63;Ranunculus repens;hl;+;;;
john63;Rumex alpestris;hl;5;;;
john63;Rumex alpinus;hl;+;;;
john63;Senecio subalpinus;hl;5;;;
john63;Stellaria graminea;hl;+;;;
john63;Taraxacum officinale agg.;hl;+;;;
john63;Thymus pulegioides;hl;+;;;
john63;Trifolium pratense;hl;10;;;
john63;Trifolium repens;hl;5;;;
john63;Trollius europaeus;hl;10;;;
john63;Veratrum album;hl;10;;;
john63;Veronica chamaedrys;hl;5;;;
john64;Achillea millefolium agg.;hl;10;;;
john64;Agrostis capillaris;hl;5;;;
john64;Ajuga reptans;hl;+;;;
john64;Alchemilla crinita;hl;0;;;
john64;Alchemilla monticola;hl;30;;;
john64;Anemone nemorosa;hl;+;;;
john64;Anthoxanthum alpinum;hl;5;;;
john64;Bellis perennis;hl;+;;;
john64;Betonica alopecuros;hl;+;;;
john64;Briza media;hl;5;;;
john64;Calamagrostis varia;hl;+;;;
john64;Campanula scheuchzeri;hl;+;;;
john64;Cardaminopsis halleri;hl;5;;;
john64;Carex flacca;hl;+;;;
john64;Carex nigra;hl;+;;;
john64;Carex pallescens;hl;+;;;
john64;Carex sylvatica;hl;+;;;
john64;Carlina acaulis;hl;+;;;
john64;Carum carvi;hl;+;;;
john64;Centaurea pseudophrygia;hl;20;;;
john64;Chaerophyllum hirsutum;hl;+;;;
john64;Cirsium arvense;hl;+;;;
john64;Crepis aurea;hl;+;;;
john64;Crocus albiflorus;hl;+;;;
john64;Cruciata laevipes;hl;+;;;
john64;Dactylis glomerata;hl;+;;;
john64;Dactylorhiza majalis;hl;+;;;
john64;Dentaria bulbifera;hl;+;;;
john64;Deschampsia cespitosa;hl;+;;;
john64;Euphorbia austriaca;hl;+;;;
john64;Festuca rubra agg.;hl;10;;;
john64;Galium album;hl;+;;;
john64;Geum rivale;hl;+;;;
john64;Gnaphalium sylvaticum;hl;+;;;
john64;Hypericum maculatum;hl;5;;;
john64;Leontodon hispidus;hl;+;;;
john64;Leucanthemum ircutianum;hl;+;;;
john64;Lotus corniculatus;hl;+;;;
john64;Luzula multiflora;hl;+;;;
john64;Lychnis flos-cuculi;hl;+;;;
john64;Myosotis nemorosa;hl;5;;;
john64;Nardus stricta;hl;5;;;
john64;Phleum rhaeticum;hl;5;;;
john64;Pimpinella major;hl;5;;;
john64;Plantago lanceolata;hl;+;;;
john64;Plantago major;hl;5;;;
john64;Plantago media;hl;10;;;
john64;Platanthera bifolia;hl;+;;;
john64;Poa alpina;hl;+;;;
john64;Poa pratensis;hl;+;;;
john64;Potentilla aurea;hl;10;;;
john64;Potentilla erecta;hl;+;;;
john64;Primula elatior;hl;+;;;
john64;Prunella vulgaris;hl;+;;;
john64;Ranunculus acris;hl;10;;;
john64;Ranunculus repens;hl;+;;;
john64;Rumex alpestris;hl;10;;;
john64;Rumex alpinus;hl;+;;;
john64;Senecio subalpinus;hl;10;;;
john64;Silene dioica;hl;+;;;
john64;Taraxacum officinale agg.;hl;+;;;
john64;Thymus pulegioides;hl;+;;;
john64;Trifolium pratense;hl;5;;;
john64;Trifolium repens;hl;5;;;
john64;Trollius europaeus;hl;10;;;
john64;Veratrum album;hl;10;;;
john64;Veronica chamaedrys;hl;10;;;
john71;Achillea millefolium agg.;hl;10;;;
john71;Agrostis capillaris;hl;20;;;
john71;Alchemilla monticola;hl;5;;;
john71;Alchemilla versipila;hl;+;;;
john71;Anthoxanthum alpinum;hl;5;;;
john71;Calluna vulgaris;hl;+;;;
john71;Calycocorsus stipitatus;hl;5;;;
john71;Capsella bursa-pastoris;hl;+;;;
john71;Cardaminopsis halleri;hl;+;;;
john71;Carex leporina;hl;15;;;
john71;Carex sylvatica;hl;+;;;
john71;Carum carvi;hl;+;;;
john71;Centaurea jacea;hl;5;;;
john71;Chaerophyllum hirsutum;hl;+;;;
john71;Cynosurus cristatus;hl;3;;;
john71;Dactylis glomerata;hl;5;;;
john71;Deschampsia cespitosa;hl;20;;;
john71;Euphrasia officinalis ssp. rostkoviana;hl;+;;;
john71;Festuca rubra agg.;hl;5;;;
john71;Gnaphalium norvegicum;hl;+;;;
john71;Hieracium pilosella;hl;+;;;
john71;Homogyne alpina;hl;+;;;
john71;Juncus filiformis;hl;5;;;
john71;Leontodon hispidus;hl;3;;;
john71;Linum catharticum;hl;+;;;
john71;Lychnis flos-cuculi;hl;+;;;
john71;Lysimachia nemorum;hl;+;;;
john71;Nardus stricta;hl;5;;;
john71;Phleum rhaeticum;hl;15;;;
john71;Poa pratensis;hl;3;;;
john71;Poa supina;hl;3;;;
john71;Poa trivialis;hl;3;;;
john71;Potentilla aurea;hl;5;;;
john71;Potentilla erecta;hl;+;;;
john71;Prunella vulgaris;hl;+;;;
john71;Ranunculus acris;hl;10;;;
john71;Ranunculus repens;hl;5;;;
john71;Rumex alpestris;hl;15;;;
john71;Rumex alpinus;hl;10;;;
john71;Sagina saginoides;hl;+;;;
john71;Senecio subalpinus;hl;20;;;
john71;Solidago virgaurea;hl;+;;;
john71;Stellaria graminea;hl;+;;;
john71;Stellaria nemorum;hl;+;;;
john71;Trifolium pratense;hl;3;;;
john71;Trifolium repens;hl;20;;;
john71;Veratrum album;hl;10;;;
john71;Veronica arvensis;hl;+;;;
john71;Veronica chamaedrys;hl;10;;;
john71;Vicia cracca;hl;+;;;
john72;Achillea millefolium agg.;hl;5;;;
john72;Agrostis capillaris;hl;20;;;
john72;Alchemilla monticola;hl;5;;;
john72;Alchemilla versipila;hl;+;;;
john72;Anthoxanthum alpinum;hl;5;;;
john72;Briza media;hl;+;;;
john72;Calycocorsus stipitatus;hl;5;;;
john72;Cardaminopsis halleri;hl;+;;;
john72;Carex hirta;hl;+;;;
john72;Carex leporina;hl;15;;;
john72;Carex pallescens;hl;+;;;
john72;Carum carvi;hl;+;;;
john72;Centaurea jacea;hl;+;;;
john72;Cerastium holosteoides;hl;+;;;
john72;Chaerophyllum hirsutum;hl;+;;;
john72;Dactylis glomerata;hl;+;;;
john72;Dactylorhiza maculata;hl;+;;;
john72;Deschampsia cespitosa;hl;5;;;
john72;Festuca rubra agg.;hl;10;;;
john72;Gnaphalium norvegicum;hl;+;;;
john72;Hypericum maculatum;hl;+;;;
john72;Juncus filiformis;hl;5;;;
john72;Lotus corniculatus;hl;+;;;
john72;Luzula multiflora;hl;+;;;
john72;Lychnis flos-cuculi;hl;+;;;
john72;Lysimachia nemorum;hl;3;;;
john72;Nardus stricta;hl;5;;;
john72;Phleum rhaeticum;hl;15;;;
john72;Poa pratensis;hl;3;;;
john72;Poa supina;hl;+;;;
john72;Poa trivialis;hl;+;;;
john72;Potentilla aurea;hl;5;;;
john72;Potentilla erecta;hl;+;;;
john72;Prunella vulgaris;hl;+;;;
john72;Ranunculus acris;hl;5;;;
john72;Ranunculus repens;hl;+;;;
john72;Rumex alpestris;hl;15;;;
john72;Rumex alpinus;hl;10;;;
john72;Sagina saginoides;hl;+;;;
john72;Senecio subalpinus;hl;20;;;
john72;Stellaria graminea;hl;+;;;
john72;Trifolium pratense;hl;3;;;
john72;Trifolium repens;hl;20;;;
john72;Veratrum album;hl;10;;;
john72;Veronica chamaedrys;hl;5;;;
john72;Vicia cracca;hl;+;;;
john73;Achillea millefolium agg.;hl;5;;;
john73;Agrostis capillaris;hl;30;;;
john73;Ajuga pyramidalis;hl;+;;;
john73;Alchemilla monticola;hl;5;;;
john73;Alchemilla versipila;hl;+;;;
john73;Anthoxanthum alpinum;hl;+;;;
john73;Briza media;hl;+;;;
john73;Calycocorsus stipitatus;hl;5;;;
john73;Campanula barbata;hl;+;;;
john73;Cardaminopsis halleri;hl;+;;;
john73;Carex hirta;hl;+;;;
john73;Carex leporina;hl;15;;;
john73;Carex pallescens;hl;+;;;
john73;Carum carvi;hl;+;;;
john73;Centaurea jacea;hl;5;;;
john73;Chaerophyllum hirsutum;hl;3;;;
john73;Crepis aurea;hl;+;;;
john73;Dactylis glomerata;hl;+;;;
john73;Dactylorhiza maculata;hl;+;;;
john73;Deschampsia cespitosa;hl;5;;;
john73;Festuca rubra agg.;hl;10;;;
john73;Gnaphalium norvegicum;hl;+;;;
john73;Hieracium pilosella;hl;+;;;
john73;Hypericum maculatum;hl;+;;;
john73;Juncus filiformis;hl;5;;;
john73;Leucanthemum ircutianum;hl;+;;;
john73;Lotus corniculatus;hl;+;;;
john73;Luzula multiflora;hl;+;;;
john73;Lychnis flos-cuculi;hl;+;;;
john73;Lysimachia nemorum;hl;+;;;
john73;Nardus stricta;hl;5;;;
john73;Phleum rhaeticum;hl;15;;;
john73;Poa pratensis;hl;+;;;
john73;Poa supina;hl;+;;;
john73;Poa trivialis;hl;3;;;
john73;Potentilla aurea;hl;5;;;
john73;Potentilla erecta;hl;5;;;
john73;Ranunculus acris;hl;10;;;
john73;Ranunculus repens;hl;+;;;
john73;Rumex alpestris;hl;5;;;
john73;Rumex alpinus;hl;10;;;
john73;Sagina saginoides;hl;+;;;
john73;Senecio subalpinus;hl;20;;;
john73;Stellaria graminea;hl;+;;;
john73;Stellaria media;hl;+;;;
john73;Trifolium pratense;hl;10;;;
john73;Trifolium repens;hl;5;;;
john73;Trollius europaeus;hl;+;;;
john73;Veratrum album;hl;10;;;
john73;Veronica chamaedrys;hl;5;;;
john73;Vicia cracca;hl;3;;;
john74;Achillea millefolium agg.;hl;10;;;
john74;Agrostis capillaris;hl;25;;;
john74;Ajuga pyramidalis;hl;+;;;
john74;Alchemilla monticola;hl;5;;;
john74;Alchemilla versipila;hl;+;;;
john74;Anthoxanthum alpinum;hl;+;;;
john74;Calycocorsus stipitatus;hl;10;;;
john74;Cardaminopsis halleri;hl;+;;;
john74;Carex leporina;hl;5;;;
john74;Carex nigra;hl;+;;;
john74;Carex pallescens;hl;3;;;
john74;Carlina acaulis;hl;+;;;
john74;Centaurea jacea;hl;+;;;
john74;Cerastium holosteoides;hl;+;;;
john74;Chaerophyllum hirsutum;hl;3;;;
john74;Crepis aurea;hl;+;;;
john74;Deschampsia cespitosa;hl;5;;;
john74;Festuca rubra agg.;hl;10;;;
john74;Gnaphalium norvegicum;hl;+;;;
john74;Homogyne alpina;hl;+;;;
john74;Hypericum maculatum;hl;+;;;
john74;Juncus filiformis;hl;5;;;
john74;Lamium purpureum;hl;+;;;
john74;Lotus corniculatus;hl;+;;;
john74;Luzula multiflora;hl;3;;;
john74;Lysimachia nemorum;hl;+;;;
john74;Nardus stricta;hl;5;;;
john74;Phleum rhaeticum;hl;15;;;
john74;Poa pratensis;hl;+;;;
john74;Poa supina;hl;r;;;
john74;Potentilla aurea;hl;10;;;
john74;Potentilla erecta;hl;5;;;
john74;Ranunculus acris;hl;5;;;
john74;Ranunculus repens;hl;5;;;
john74;Rumex alpestris;hl;5;;;
john74;Rumex alpinus;hl;10;;;
john74;Sagina saginoides;hl;+;;;
john74;Senecio subalpinus;hl;20;;;
john74;Stellaria graminea;hl;+;;;
john74;Thymus sp.;hl;+;;;
john74;Trifolium pratense;hl;5;;;
john74;Trifolium repens;hl;5;;;
john74;Veratrum album;hl;10;;;
john74;Veronica chamaedrys;hl;15;;;
john74;Veronica serpyllifolia;hl;+;;;
john74;Vicia cracca;hl;+;;;
john81;Achillea millefolium agg.;hl;3;;;
john81;Agrostis capillaris;hl;3;;;
john81;Alchemilla monticola;hl;3;;;
john81;Anemone nemorosa;hl;+;;;
john81;Anthoxanthum alpinum;hl;5;;;
john81;Calycocorsus stipitatus;hl;3;;;
john81;Campanula scheuchzeri;hl;+;;;
john81;Carduus defloratus;hl;+;;;
john81;Carex caryophyllea;hl;+;;;
john81;Carex echinata;hl;+;;;
john81;Carex leporina;hl;10;;;
john81;Carex nigra;hl;+;;;
john81;Carex pallescens;hl;3;;;
john81;Carex sylvatica;hl;3;;;
john81;Carum carvi;hl;3;;;
john81;Centaurea pseudophrygia;hl;+;;;
john81;Cerastium holosteoides;hl;+;;;
john81;Chaerophyllum hirsutum;hl;+;;;
john81;Cirsium palustre;hl;2;;;
john81;Cynosurus cristatus;hl;+;;;
john81;Deschampsia cespitosa;hl;5;;;
john81;Equisetum arvense;hl;+;;;
john81;Euphrasia officinalis ssp. rostkoviana;hl;+;;;
john81;Festuca pratensis;hl;3;;;
john81;Festuca rubra agg.;hl;15;;;
john81;Gnaphalium sylvaticum;hl;+;;;
john81;Hieracium lactucella;hl;2;;;
john81;Juncus filiformis;hl;10;;;
john81;Leontodon hispidus;hl;3;;;
john81;Ligusticum mutellina;hl;3;;;
john81;Luzula multiflora;hl;+;;;
john81;Lychnis flos-cuculi;hl;2;;;
john81;Lysimachia nemorum;hl;+;;;
john81;Nardus stricta;hl;30;;;
john81;Phleum rhaeticum;hl;5;;;
john81;Poa alpina;hl;10;;;
john81;Poa annua;hl;5;;;
john81;Potentilla aurea;hl;3;;;
john81;Potentilla erecta;hl;10;;;
john81;Ranunculus acris;hl;2;;;
john81;Ranunculus repens;hl;+;;;
